m,dm,brct,nEvents,matchEff,filterEff,qcut,wgt,ave_filter_eff,ave_match_eff
550.0,30.0,0.3,150.0,0.254,0.2696,-1.0,10.27176,40.44,38.1
550.0,30.0,1.0,150.0,0.254,0.2768,-1.0,10.54608,41.519999999999996,38.1
575.0,30.0,0.3,150.0,0.254,0.2735,-1.0,10.420350000000001,41.025000000000006,38.1
575.0,30.0,1.0,150.0,0.254,0.2743,-1.0,10.45083,41.144999999999996,38.1
600.0,30.0,0.3,150.0,0.237,0.2853,-1.0,10.142415,42.795,35.55
600.0,30.0,1.0,150.0,0.237,0.2855,-1.0,10.149524999999999,42.824999999999996,35.55
625.0,30.0,0.3,150.0,0.237,0.2938,-1.0,10.44459,44.07,35.55
625.0,30.0,1.0,150.0,0.237,0.2787,-1.0,9.907784999999999,41.805,35.55
650.0,30.0,0.3,150.0,0.237,0.2864,-1.0,10.181519999999999,42.96,35.55
650.0,30.0,1.0,150.0,0.237,0.2928,-1.0,10.40904,43.92,35.55
675.0,30.0,0.3,150.0,0.237,0.2935,-1.0,10.433924999999999,44.025,35.55
675.0,30.0,1.0,150.0,0.237,0.2849,-1.0,10.128194999999998,42.735,35.55
700.0,30.0,0.3,150.0,0.237,0.3181,-1.0,11.308454999999999,47.714999999999996,35.55
700.0,30.0,1.0,150.0,0.237,0.3093,-1.0,10.995614999999999,46.395,35.55
725.0,30.0,0.3,150.0,0.237,0.3219,-1.0,11.443545,48.285000000000004,35.55
725.0,30.0,1.0,150.0,0.237,0.2945,-1.0,10.469475,44.175,35.55
750.0,30.0,0.3,150.0,0.237,0.3051,-1.0,10.846305,45.765,35.55
750.0,30.0,1.0,150.0,0.237,0.3117,-1.0,11.080934999999998,46.754999999999995,35.55
775.0,30.0,0.3,150.0,0.237,0.3116,-1.0,11.077379999999998,46.739999999999995,35.55
775.0,30.0,1.0,150.0,0.237,0.3189,-1.0,11.336895,47.835,35.55
800.0,30.0,0.3,150.0,0.237,0.3109,-1.0,11.052494999999999,46.635,35.55
800.0,30.0,1.0,150.0,0.237,0.3277,-1.0,11.649734999999998,49.155,35.55
825.0,30.0,0.3,150.0,0.237,0.3299,-1.0,11.727945,49.48500000000001,35.55
825.0,30.0,1.0,150.0,0.237,0.324,-1.0,11.5182,48.6,35.55
850.0,30.0,0.3,150.0,0.237,0.328,-1.0,11.6604,49.2,35.55
850.0,30.0,1.0,150.0,0.237,0.3294,-1.0,11.71017,49.410000000000004,35.55
875.0,30.0,0.3,150.0,0.237,0.3328,-1.0,11.831039999999998,49.919999999999995,35.55
875.0,30.0,1.0,150.0,0.237,0.3322,-1.0,11.809709999999999,49.83,35.55
900.0,30.0,0.3,150.0,0.237,0.3327,-1.0,11.827485,49.905,35.55
900.0,30.0,1.0,150.0,0.237,0.3358,-1.0,11.937689999999998,50.37,35.55
925.0,30.0,0.3,150.0,0.237,0.334,-1.0,11.8737,50.1,35.55
925.0,30.0,1.0,150.0,0.237,0.3294,-1.0,11.71017,49.410000000000004,35.55
950.0,30.0,0.3,150.0,0.237,0.3613,-1.0,12.844215,54.195,35.55
950.0,30.0,1.0,150.0,0.237,0.3335,-1.0,11.855925,50.025000000000006,35.55
975.0,30.0,0.3,150.0,0.237,0.3458,-1.0,12.29319,51.87,35.55
975.0,30.0,1.0,150.0,0.237,0.3228,-1.0,11.475539999999999,48.419999999999995,35.55
1000.0,30.0,0.3,150.0,0.237,0.346,-1.0,12.300299999999998,51.9,35.55
1000.0,30.0,1.0,150.0,0.237,0.3448,-1.0,12.257639999999999,51.72,35.55
1025.0,30.0,0.3,150.0,0.237,0.3627,-1.0,12.893984999999999,54.405,35.55
1025.0,30.0,1.0,150.0,0.237,0.3532,-1.0,12.55626,52.980000000000004,35.55
1050.0,30.0,0.3,150.0,0.237,0.3397,-1.0,12.076334999999998,50.955,35.55
1050.0,30.0,1.0,150.0,0.237,0.3647,-1.0,12.965085,54.705000000000005,35.55
1075.0,30.0,0.3,150.0,0.237,0.3557,-1.0,12.645135,53.355000000000004,35.55
1075.0,30.0,1.0,150.0,0.237,0.3596,-1.0,12.783779999999998,53.94,35.55
1100.0,30.0,0.3,150.0,0.237,0.3608,-1.0,12.82644,54.120000000000005,35.55
1100.0,30.0,1.0,150.0,0.237,0.3524,-1.0,12.527819999999998,52.86,35.55
